ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
18,Dubai ,Dubai Tennis Championships,3/1/13,ATP500,Outdoor,Hard,Semifinals,3,Djokovic N.,Del Potro J.M.,1,7,12960,4410,6,3,7,6,,,,,,,2,0,Completed,1.1,7,1.11,5.75,1.12,5.5,1.14,7.14,1.14,5.5,1.15,7.2,1.12,6.07
18,Dubai ,Dubai Tennis Championships,3/1/13,ATP500,Outdoor,Hard,Semifinals,3,Berdych T.,Federer R.,6,2,4545,9855,3,6,7,6,6,4,,,,,2,1,Completed,3,1.4,3.05,1.35,3.25,1.36,2.92,1.48,3.25,1.33,3.4,1.48,3,1.38
18,Dubai ,Dubai Tennis Championships,3/2/13,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,Berdych T.,1,6,12960,4545,7,5,6,3,,,,,,,2,0,Completed,1.11,6.5,1.14,5.2,1.11,6,1.15,6.54,1.13,6.5,1.15,8.7,1.12,6.17
19,Indian Wells,BNP Paribas Open,3/7/13,Masters 1000,Outdoor,Hard,1st Round,3,Paire B.,Kubot L.,40,94,994,580,5,7,7,5,6,2,,,,,2,1,Completed,1.4,2.75,1.45,2.65,1.44,2.62,1.51,2.75,1.44,2.75,1.54,2.8,1.46,2.64
19,Indian Wells,BNP Paribas Open,3/7/13,Masters 1000,Outdoor,Hard,1st Round,3,Goffin D.,Troicki V.,54,44,803,925,4,6,6,3,6,4,,,,,2,1,Completed,2.37,1.53,2.5,1.5,2.38,1.53,2.32,1.68,2.63,1.5,2.63,1.68,2.38,1.56
19,Indian Wells,BNP Paribas Open,3/7/13,Masters 1000,Outdoor,Hard,1st Round,3,Tomic B.,Bellucci T.,45,38,895,1032,6,4,6,3,,,,,,,2,0,Completed,1.3,3.4,1.33,3.15,1.3,3.4,1.38,3.39,1.33,3.25,1.38,3.6,1.33,3.25
19,Indian Wells,BNP Paribas Open,3/7/13,Masters 1000,Outdoor,Hard,1st Round,3,Lorenzi P.,Muller G.,49,65,827,739,7,5,6,4,,,,,,,2,0,Completed,2.5,1.5,2.3,1.57,2.38,1.53,2.53,1.59,2.38,1.57,2.6,1.61,2.4,1.55
19,Indian Wells,BNP Paribas Open,3/7/13,Masters 1000,Outdoor,Hard,1st Round,3,Nieminen J.,Sijsling I.,57,72,790,664,4,6,6,3,6,3,,,,,2,1,Completed,1.44,2.62,1.5,2.5,1.44,2.62,1.47,2.91,1.44,2.75,1.53,2.91,1.46,2.65
19,Indian Wells,BNP Paribas Open,3/7/13,Masters 1000,Outdoor,Hard,1st Round,3,Mayer L.,Malisse X.,64,50,747,826,6,2,3,6,6,4,,,,,2,1,Completed,2.37,1.53,2.3,1.57,2.25,1.57,2.53,1.59,2.38,1.57,2.56,1.63,2.37,1.57
19,Indian Wells,BNP Paribas Open,3/7/13,Masters 1000,Outdoor,Hard,1st Round,3,Nalbandian D.,Granollers M.,93,33,585,1125,6,4,6,2,,,,,,,2,0,Completed,1.38,2.87,1.45,2.65,1.44,2.62,1.38,3.35,1.44,2.75,1.46,3.35,1.42,2.82
19,Indian Wells,BNP Paribas Open,3/7/13,Masters 1000,Outdoor,Hard,1st Round,3,Anderson K.,Hanescu V.,37,55,1055,803,7,6,6,3,,,,,,,2,0,Completed,1.16,5,1.22,4,1.22,4,1.2,5.23,1.2,4.5,1.22,6.1,1.19,4.59
19,Indian Wells,BNP Paribas Open,3/7/13,Masters 1000,Outdoor,Hard,1st Round,3,Zverev M.,Melzer J.,144,48,376,835,3,6,6,3,7,6,,,,,2,1,Completed,1.9,1.8,2.02,1.74,1.91,1.8,1.88,2.02,2.1,1.73,2.1,2.02,1.96,1.8
19,Indian Wells,BNP Paribas Open,3/7/13,Masters 1000,Outdoor,Hard,1st Round,3,Brands D.,Baghdatis M.,74,35,652,1115,6,0,7,6,,,,,,,2,0,Completed,2.62,1.44,2.6,1.46,2.62,1.44,2.82,1.49,2.75,1.44,2.95,1.53,2.63,1.47
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Odesnik W.,Bautista R.,131,51,405,821,7,5,7,5,,,,,,,2,0,Completed,2.5,1.5,2.25,1.6,2.25,1.57,2.81,1.49,2.5,1.53,2.81,1.61,2.45,1.53
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Istomin D.,Pospisil V.,43,128,930,429,7,6,6,3,,,,,,,2,0,Completed,1.36,3,1.36,3,1.36,3,1.41,3.16,1.36,3,1.41,3.25,1.37,3
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Hewitt L.,Rosol L.,98,62,540,749,6,4,3,6,6,1,,,,,2,1,Completed,1.5,2.5,1.53,2.4,1.53,2.38,1.54,2.66,1.53,2.5,1.57,2.68,1.52,2.48
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Dodig I.,Pella G.,60,103,768,508,6,1,6,2,,,,,,,2,0,Completed,1.44,2.62,1.53,2.4,1.5,2.5,1.49,2.85,1.5,2.63,1.53,2.85,1.47,2.63
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Gulbis E.,Lopez F.,67,34,705,1125,6,3,6,2,,,,,,,2,0,Completed,1.61,2.2,1.68,2.1,1.62,2.2,1.65,2.4,1.62,2.25,1.73,2.4,1.63,2.25
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Harrison R.,Soeda G.,73,71,659,671,6,0,4,6,6,3,,,,,2,1,Completed,1.44,2.62,1.53,2.4,1.53,2.38,1.5,2.8,1.53,2.5,1.62,2.88,1.49,2.6
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Andujar P.,Johnson S.,46,134,855,397,2,6,6,1,6,4,,,,,2,1,Completed,3,1.36,3,1.36,3,1.36,3.39,1.38,3,1.36,3.39,1.41,3.02,1.37
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Ebden M.,Kuznetsov An.,113,68,474,687,6,3,4,6,6,4,,,,,2,1,Completed,1.57,2.25,1.6,2.25,1.62,2.2,1.68,2.32,1.62,2.25,1.71,2.46,1.62,2.25
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Matosevic M.,Robredo T.,53,69,813,680,7,5,6,2,,,,,,,2,0,Completed,1.83,1.83,1.85,1.9,1.83,1.83,1.93,1.98,1.83,1.91,1.95,2.1,1.88,1.87
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Petzschner P.,Tursunov D.,119,76,448,652,6,4,6,4,,,,,,,2,0,Completed,2.5,1.5,2.4,1.53,2.38,1.53,2.43,1.63,2.38,1.57,2.6,1.63,2.38,1.56
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Ramos A.,Zeballos H.,58,39,785,1025,6,3,6,3,,,,,,,2,0,Completed,2.1,1.66,1.95,1.8,2,1.73,2.53,1.6,2.1,1.73,2.58,1.8,2.1,1.71
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Berlocq C.,Giraldo S.,85,82,615,628,6,0,2,6,7,5,,,,,2,1,Completed,2.25,1.57,2.08,1.7,2.2,1.62,2.36,1.67,2.2,1.67,2.36,1.7,2.22,1.64
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Donskoy E.,Ito T.,83,84,626,623,6,2,6,1,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.4,2.75,1.38,3.35,1.4,2.88,1.44,3.35,1.38,2.96
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Karlovic I.,Sock J.,143,125,381,432,3,6,7,6,6,2,,,,,2,1,Completed,1.53,2.37,1.7,2.1,1.67,2.1,1.64,2.42,1.67,2.2,1.7,2.42,1.64,2.23
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Davydenko N.,Mathieu P.H.,42,66,970,728,7,6,6,2,,,,,,,2,0,Completed,1.28,3.5,1.32,3.2,1.33,3.25,1.31,3.81,1.29,3.5,1.34,3.81,1.3,3.41
19,Indian Wells,BNP Paribas Open,3/8/13,Masters 1000,Outdoor,Hard,1st Round,3,Phau B.,Falla A.,121,59,447,776,7,6,6,2,,,,,,,2,0,Completed,3,1.36,2.75,1.4,2.62,1.44,3.07,1.43,2.88,1.4,3.35,1.44,2.92,1.39
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,1st Round,3,Blake J.,Haase R.,99,47,538,845,6,3,6,4,,,,,,,2,0,Completed,1.83,1.83,1.9,1.85,1.83,1.83,1.93,1.97,1.83,1.91,2.08,1.97,1.88,1.87
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Bedene A.,36,77,1065,645,6,4,6,3,,,,,,,2,0,Completed,1.72,2,1.8,1.95,1.67,2.1,1.86,2.05,1.8,2,1.86,2.1,1.78,1.99
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,1st Round,3,Reynolds B.,Becker B.,166,91,314,595,6,3,3,6,6,4,,,,,2,1,Completed,2,1.72,1.82,1.92,1.91,1.8,2.11,1.81,1.91,1.83,2.11,1.92,1.94,1.83
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,1st Round,3,Lu Y.H.,Smyczek T.,79,104,640,507,2,6,6,2,6,2,,,,,2,1,Completed,1.44,2.62,1.55,2.35,1.53,2.38,1.51,2.78,1.53,2.5,1.57,2.78,1.51,2.52
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,1st Round,3,Gimeno-Traver D.,Lacko L.,52,81,818,632,6,1,6,4,,,,,,,2,0,Completed,2.75,1.4,2.65,1.44,2.62,1.44,2.88,1.48,2.75,1.44,2.9,1.48,2.78,1.42
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,1st Round,3,Llodra M.,Munoz-De La Nava D.,63,135,748,392,7,5,6,3,,,,,,,2,0,Completed,1.5,2.5,1.55,2.35,1.57,2.25,1.55,2.64,1.57,2.38,1.6,2.72,1.55,2.43
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,2nd Round,3,Paire B.,Kohlschreiber P.,40,21,994,1720,6,4,6,2,,,,,,,2,0,Completed,1.72,2,1.85,1.9,1.8,1.91,1.87,2.06,1.91,1.83,1.91,2.06,1.82,1.93
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,2nd Round,3,Nieminen J.,Verdasco F.,57,29,790,1230,6,1,6,0,,,,,,,2,0,Completed,1.72,2,1.75,2,1.8,1.91,1.88,2.04,1.73,2.1,1.91,2.1,1.78,1.99
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,2nd Round,3,Anderson K.,Ferrer D.,37,4,1055,6665,3,6,6,4,6,3,,,,,2,1,Completed,4.5,1.18,4.25,1.2,4.5,1.17,4.3,1.27,5.5,1.14,5.5,1.27,4.73,1.18
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Odesnik W.,18,131,1915,405,3,6,6,2,6,1,,,,,2,1,Completed,1.11,6.5,1.15,5,1.1,6.5,1.15,6.54,1.17,5,1.18,6.54,1.15,5.26
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,2nd Round,3,Mayer L.,Youzhny M.,64,30,747,1165,6,2,6,3,,,,,,,2,0,Completed,3.25,1.33,3.15,1.33,3,1.36,3.01,1.45,3.5,1.29,3.5,1.45,3.13,1.35
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,2nd Round,3,Hewitt L.,Isner J.,98,15,540,2125,6,7,6,3,6,4,,,,,2,1,Completed,2.75,1.4,2.75,1.4,2.75,1.4,2.92,1.48,2.88,1.4,3,1.5,2.77,1.43
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,2nd Round,3,Janowicz J.,Nalbandian D.,24,93,1371,585,7,6,4,6,6,3,,,,,2,1,Completed,2.37,1.53,2.25,1.6,2.1,1.67,2.5,1.61,2.2,1.67,2.6,1.67,2.25,1.62
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,2nd Round,3,Simon G.,Lorenzi P.,13,49,2390,827,6,3,3,6,7,5,,,,,2,1,Completed,1.14,5.5,1.14,5.2,1.14,5,1.24,4.64,1.14,5.5,1.25,5.5,1.17,4.93
19,Indian Wells,BNP Paribas Open,3/9/13,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Istomin D.,2,43,9535,930,6,2,6,3,,,,,,,2,0,Completed,1.04,13,1.04,9.25,1.04,9,1.06,13,1.03,12,1.07,13,1.04,10.51
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Dodig I.,Benneteau J.,60,28,768,1235,6,4,6,2,,,,,,,2,0,Completed,2.37,1.53,2.3,1.57,2.38,1.53,2.39,1.66,2.5,1.53,2.5,1.66,2.36,1.57
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Seppi A.,Brands D.,20,74,1765,652,7,5,6,4,,,,,,,2,0,Completed,1.66,2.1,1.75,2,1.73,2,1.83,2.11,1.73,2.1,1.83,2.16,1.75,2.04
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Gasquet R.,Tomic B.,10,45,2880,895,7,6,6,2,,,,,,,2,0,Completed,1.36,3,1.48,2.55,1.44,2.62,1.48,2.91,1.5,2.63,1.5,3.1,1.43,2.76
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Mayer F.,Goffin D.,27,54,1240,803,6,4,6,2,,,,,,,2,0,Completed,2.1,1.66,2,1.75,2.1,1.67,2.11,1.83,2.1,1.73,2.11,1.87,2.03,1.76
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Nadal R.,Harrison R.,5,73,6105,659,7,6,6,2,,,,,,,2,0,Completed,1.1,7,1.09,6.5,1.11,6,1.12,7.83,1.08,7,1.13,8.2,1.1,6.9
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Gulbis E.,Tipsarevic J.,67,9,705,3125,6,2,6,0,,,,,,,2,0,Completed,1.72,2,1.72,2.05,1.8,1.91,1.96,1.96,1.73,2.1,1.96,2.1,1.81,1.96
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Berdych T.,Zverev M.,6,144,4740,376,6,2,6,4,,,,,,,2,0,Completed,1.06,10,1.06,8,1.05,8.5,1.06,13,1.05,10,1.07,13,1.05,9.45
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Raonic M.,Llodra M.,17,63,2050,748,,,,,,,,,,,,,Walkover,1.33,3.25,,,1.33,3.25,1.36,3.5,1.44,2.75,1.35,3.5,1.34,3.21
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Phau B.,Chardy J.,121,25,447,1331,6,2,2,6,6,4,,,,,2,1,Completed,3.75,1.25,3.75,1.25,3.75,1.25,3.45,1.37,3.75,1.25,3.85,1.37,3.6,1.28
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Fish M.,Reynolds B.,32,166,1125,314,6,3,3,6,6,4,,,,,2,1,Completed,1.53,2.37,1.65,2.15,1.67,2.1,1.63,2.49,1.73,2.1,1.73,2.52,1.62,2.26
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Matosevic M.,Monaco J.,53,14,813,2180,7,5,6,0,,,,,,,2,0,Completed,1.66,2.1,1.75,2,1.73,2,1.77,2.2,1.73,2.1,1.91,2.2,1.75,2.03
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Cilic M.,Ramos A.,12,58,2535,785,7,6,6,2,,,,,,,2,0,Completed,1.22,4,1.25,3.75,1.22,4,1.22,4.96,1.2,4.5,1.29,4.96,1.24,3.95
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Lu Y.H.,Klizan M.,79,26,640,1260,7,6,7,6,,,,,,,2,0,Completed,1.57,2.25,1.65,2.15,1.62,2.2,1.64,2.43,1.73,2.1,1.73,2.43,1.64,2.21
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Berlocq C.,Dolgopolov O.,85,22,615,1715,6,3,6,7,6,3,,,,,2,1,Completed,3.25,1.33,3,1.35,3.25,1.33,3.19,1.42,3.25,1.33,3.4,1.42,3.18,1.34
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Donskoy E.,3,83,8180,626,5,7,6,2,6,2,,,,,2,1,Completed,1.02,19,1.02,11,1.02,11,1.03,19,1.02,13,1.04,21,1.02,14.17
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Davydenko N.,7,42,4410,970,6,3,6,4,,,,,,,2,0,Completed,1.25,3.75,1.25,3.75,1.22,4,1.3,3.97,1.22,4,1.31,4.33,1.26,3.73
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Almagro N.,Gimeno-Traver D.,11,52,2570,818,7,5,6,1,,,,,,,2,0,Completed,1.1,7,1.11,6,1.12,5.5,1.13,7.94,1.07,8,1.13,8,1.11,6.39
19,Indian Wells,BNP Paribas Open,3/10/13,Masters 1000,Outdoor,Hard,2nd Round,3,Haas T.,Andujar P.,19,46,1860,855,6,3,7,6,,,,,,,2,0,Completed,1.08,8,1.1,6.5,1.1,6.5,1.11,8.64,1.1,7,1.12,8.64,1.09,7.06
19,Indian Wells,BNP Paribas Open,3/11/13,Masters 1000,Outdoor,Hard,2nd Round,3,Nishikori K.,Petzschner P.,16,119,2100,448,6,3,6,2,,,,,,,2,0,Completed,1.16,5,1.2,4.25,1.2,4.33,1.23,4.88,1.2,4.5,1.24,5.5,1.2,4.55
19,Indian Wells,BNP Paribas Open,3/11/13,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Fognini F.,1,36,13280,1065,6,0,5,7,6,2,,,,,2,1,Completed,1.002,29,1.01,15,1.01,17,1.01,33.89,1.01,15,1.04,41,1.01,20.17
19,Indian Wells,BNP Paribas Open,3/11/13,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Ebden M.,31,113,1137,474,6,4,6,4,,,,,,,2,0,Completed,1.22,4,1.25,3.75,1.29,3.5,1.28,4.22,1.25,3.75,1.31,4.22,1.26,3.74
19,Indian Wells,BNP Paribas Open,3/11/13,Masters 1000,Outdoor,Hard,2nd Round,3,Querrey S.,Karlovic I.,23,143,1695,381,6,3,6,4,,,,,,,2,0,Completed,1.4,2.75,1.45,2.65,1.44,2.62,1.45,3.05,1.44,2.75,1.5,3.05,1.43,2.76
19,Indian Wells,BNP Paribas Open,3/11/13,Masters 1000,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Blake J.,8,99,3660,538,7,6,6,4,,,,,,,2,0,Completed,1.14,5.5,1.15,5,1.12,5.5,1.18,5.77,1.14,5.5,1.18,6.1,1.15,5.22
19,Indian Wells,BNP Paribas Open,3/11/13,Masters 1000,Outdoor,Hard,3rd Round,3,Anderson K.,Nieminen J.,37,57,1055,790,6,3,6,1,,,,,,,2,0,Completed,1.38,2.87,1.45,2.65,1.44,2.62,1.49,2.89,1.44,2.75,1.49,3.15,1.43,2.76
19,Indian Wells,BNP Paribas Open,3/11/13,Masters 1000,Outdoor,Hard,3rd Round,3,Gulbis E.,Seppi A.,67,20,705,1765,5,7,6,3,6,4,,,,,2,1,Completed,1.4,2.75,1.37,2.95,1.44,2.62,1.48,2.9,1.44,2.75,1.48,3.1,1.43,2.78
19,Indian Wells,BNP Paribas Open,3/11/13,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Mayer L.,5,64,6105,747,,,,,,,,,,,,,Walkover,1.04,13,1.06,7.5,1.05,8.5,1.04,17,1.03,12,1.07,17,1.05,10.64
19,Indian Wells,BNP Paribas Open,3/11/13,Masters 1000,Outdoor,Hard,3rd Round,3,Berdych T.,Mayer F.,6,27,4740,1240,6,4,6,1,,,,,,,2,0,Completed,1.05,11,1.08,7,1.06,8,1.08,10.75,1.06,9,1.1,13,1.06,9.07
19,Indian Wells,BNP Paribas Open,3/11/13,Masters 1000,Outdoor,Hard,3rd Round,3,Gasquet R.,Janowicz J.,10,24,2880,1371,6,1,6,4,,,,,,,2,0,Completed,1.33,3.25,1.3,3.3,1.33,3.25,1.36,3.5,1.33,3.25,1.36,3.75,1.32,3.33
19,Indian Wells,BNP Paribas Open,3/11/13,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Dodig I.,2,60,9535,768,6,3,6,1,,,,,,,2,0,Completed,1.04,13,1.03,10,1.02,11,1.04,15.75,1.02,13,1.06,15.75,1.04,11.2
19,Indian Wells,BNP Paribas Open,3/12/13,Masters 1000,Outdoor,Hard,3rd Round,3,Simon G.,Paire B.,13,40,2390,994,3,6,7,6,6,4,,,,,2,1,Completed,1.57,2.25,1.65,2.15,1.57,2.25,1.63,2.46,1.62,2.25,1.67,2.75,1.62,2.27
19,Indian Wells,BNP Paribas Open,3/12/13,Masters 1000,Outdoor,Hard,3rd Round,3,Wawrinka S.,Hewitt L.,18,98,1915,540,6,4,7,5,,,,,,,2,0,Completed,1.33,3.25,1.35,3,1.33,3.25,1.28,4.15,1.33,3.25,1.37,4.2,1.3,3.47
19,Indian Wells,BNP Paribas Open,3/12/13,Masters 1000,Outdoor,Hard,3rd Round,3,Raonic M.,Cilic M.,17,12,2050,2535,3,6,6,4,6,3,,,,,2,1,Completed,1.66,2.1,1.7,2.08,1.67,2.1,1.85,2.09,1.67,2.2,1.85,2.25,1.69,2.12
19,Indian Wells,BNP Paribas Open,3/12/13,Masters 1000,Outdoor,Hard,3rd Round,3,Tsonga J.W.,Fish M.,8,32,3660,1125,7,6,7,6,,,,,,,2,0,Completed,1.16,5,1.18,4.5,1.17,4.5,1.2,5.37,1.18,4.75,1.2,6.4,1.18,4.82
19,Indian Wells,BNP Paribas Open,3/12/13,Masters 1000,Outdoor,Hard,3rd Round,3,Querrey S.,Matosevic M.,23,53,1695,813,7,6,6,7,7,5,,,,,2,1,Completed,1.36,3,1.35,3.05,1.36,3,1.44,3.07,1.36,3,1.45,3.2,1.39,2.93
19,Indian Wells,BNP Paribas Open,3/12/13,Masters 1000,Outdoor,Hard,3rd Round,3,Haas T.,Almagro N.,19,11,1860,2570,6,3,6,7,7,6,,,,,2,1,Completed,2.37,1.53,2.25,1.6,2.2,1.62,2.4,1.66,2.2,1.62,2.68,1.66,2.33,1.59
19,Indian Wells,BNP Paribas Open,3/12/13,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Dimitrov G.,1,31,13280,1137,7,6,6,1,,,,,,,2,0,Completed,1.02,17,1.03,10,1.04,9,1.02,23,1.05,9,1.05,23,1.03,12.72
19,Indian Wells,BNP Paribas Open,3/12/13,Masters 1000,Outdoor,Hard,3rd Round,3,Berlocq C.,Nishikori K.,85,16,615,2100,6,2,6,2,,,,,,,2,0,Completed,6.5,1.11,6.5,1.1,6,1.11,6.99,1.14,6.5,1.1,7.6,1.14,6.46,1.11
19,Indian Wells,BNP Paribas Open,3/13/13,Masters 1000,Outdoor,Hard,3rd Round,3,Del Potro J.M.,Phau B.,7,121,4410,447,6,2,7,5,,,,,,,2,0,Completed,1.03,15,1.03,10,1.01,15,1.04,17,1.05,10,1.05,17,1.03,12.31
19,Indian Wells,BNP Paribas Open,3/13/13,Masters 1000,Outdoor,Hard,3rd Round,3,Murray A.,Lu Y.H.,3,79,8180,640,6,3,6,2,,,,,,,2,0,Completed,1.06,10,1.06,8,1.04,9,1.07,11.75,1.06,9,1.08,13,1.06,9.26
19,Indian Wells,BNP Paribas Open,3/13/13,Masters 1000,Outdoor,Hard,4th Round,3,Anderson K.,Simon G.,37,13,1055,2390,6,3,1,6,6,4,,,,,2,1,Completed,1.36,3,1.4,2.8,1.4,3,1.51,2.8,1.36,3,1.51,3.25,1.42,2.82
19,Indian Wells,BNP Paribas Open,3/13/13,Masters 1000,Outdoor,Hard,4th Round,3,Tsonga J.W.,Raonic M.,8,17,3660,2050,4,6,7,5,6,4,,,,,2,1,Completed,1.61,2.2,1.6,2.25,1.62,2.2,1.78,2.19,1.67,2.2,1.78,2.32,1.66,2.19
19,Indian Wells,BNP Paribas Open,3/13/13,Masters 1000,Outdoor,Hard,4th Round,3,Berdych T.,Gasquet R.,6,10,4740,2880,6,1,7,5,,,,,,,2,0,Completed,1.44,2.62,1.5,2.5,1.5,2.5,1.61,2.5,1.53,2.5,1.61,3.13,1.5,2.57
19,Indian Wells,BNP Paribas Open,3/13/13,Masters 1000,Outdoor,Hard,4th Round,3,Federer R.,Wawrinka S.,2,18,9535,1915,6,3,6,7,7,5,,,,,2,1,Completed,1.18,4.5,1.2,4.25,1.17,4.5,1.26,4.4,1.14,5.5,1.26,5.5,1.2,4.48
19,Indian Wells,BNP Paribas Open,3/14/13,Masters 1000,Outdoor,Hard,4th Round,3,Murray A.,Berlocq C.,3,85,8180,615,7,6,6,4,,,,,,,2,0,Completed,1.02,19,1.03,10,1.03,10,1.03,19,1.02,13,1.04,21,1.02,14.35
19,Indian Wells,BNP Paribas Open,3/14/13,Masters 1000,Outdoor,Hard,4th Round,3,Nadal R.,Gulbis E.,5,67,6105,705,4,6,6,4,7,5,,,,,2,1,Completed,1.22,4,1.22,4,1.25,3.75,1.23,4.84,1.25,3.75,1.28,4.84,1.24,4.02
19,Indian Wells,BNP Paribas Open,3/14/13,Masters 1000,Outdoor,Hard,4th Round,3,Del Potro J.M.,Haas T.,7,19,4410,1860,6,1,6,2,,,,,,,2,0,Completed,1.22,4,1.22,4,1.22,4,1.27,4.3,1.25,3.75,1.27,4.95,1.24,4
19,Indian Wells,BNP Paribas Open,3/14/13,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Querrey S.,1,23,13280,1695,6,0,7,6,,,,,,,2,0,Completed,1.04,13,1.03,10,1.04,9,1.06,13,1.03,12,1.06,16,1.04,11.23
19,Indian Wells,BNP Paribas Open,3/14/13,Masters 1000,Outdoor,Hard,Quarterfinals,3,Berdych T.,Anderson K.,6,37,4740,1055,6,4,6,4,,,,,,,2,0,Completed,1.18,4.5,1.22,4,1.17,4.5,1.23,4.88,1.22,4,1.25,5.5,1.21,4.34
